销售订单行号,产品编码,产品名称,母件编码,母件名称,子件编码,子件名称,子工序,子工序名称,数量,子件编码对应的属性
,8000269602,成品5,8000001365,光纤，黄,8000000002,原纤,,,0.022143,原材料
,8000269602,成品5,8000001365,光纤，黄,8000000002,原纤,,,0.022121,原材料
,8000269602,成品5,8000001365,光纤，黄,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001365,光纤，黄,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001365,光纤，黄,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001353,光纤，黑,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001353,光纤，黑,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001353,光纤，黑,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001353,光纤，黑,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001353,光纤，黑,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001353,光纤，黑,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001353,光纤，黑,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001353,光纤，黑,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001353,光纤，黑,8000000002,原纤,,,0.022143,原材料
,8000269602,成品5,8000001353,光纤，黑,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001353,光纤，黑,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001353,光纤，黑,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001341,光纤，红,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001341,光纤，红,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001341,光纤，红,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001341,光纤，红,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001341,光纤，红,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001341,光纤，红,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001341,光纤，红,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001341,光纤，红,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001341,光纤，红,8000000002,原纤,,,0.022143,原材料
,8000269602,成品5,8000001341,光纤，红,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001341,光纤，红,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001341,光纤，红,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001329,光纤，白,8000000002,原纤,,,0.011061,原材料
,8000269602,成品5,8000001329,光纤，白,8000000002,原纤,,,0.011061,原材料
,8000269602,成品5,8000001329,光纤，白,8000000002,原纤,,,0.011061,原材料
,8000269602,成品5,8000001329,光纤，白,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001329,光纤，白,8000000002,原纤,,,0.011061,原材料
,8000269602,成品5,8000001329,光纤，白,8000000002,原纤,,,0.011061,原材料
,8000269602,成品5,8000001329,光纤，白,8000000002,原纤,,,0.022143,原材料
,8000269602,成品5,8000001329,光纤，白,8000000002,原纤,,,0.022143,原材料
,8000269602,成品5,8000001329,光纤，白,8000000002,原纤,,,0.022121,原材料
,8000269602,成品5,8000001329,光纤，白,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001329,光纤，白,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001329,光纤，白,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001317,光纤，灰,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001317,光纤，灰,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001317,光纤，灰,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001317,光纤，灰,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001317,光纤，灰,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001317,光纤，灰,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001317,光纤，灰,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001317,光纤，灰,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001317,光纤，灰,8000000002,原纤,,,0.022143,原材料
,8000269602,成品5,8000001317,光纤，灰,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001317,光纤，灰,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001317,光纤，灰,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001305,光纤，棕,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001305,光纤，棕,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001305,光纤，棕,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001305,光纤，棕,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001305,光纤，棕,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001305,光纤，棕,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001305,光纤，棕,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001305,光纤，棕,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001305,光纤，棕,8000000002,原纤,,,0.022143,原材料
,8000269602,成品5,8000001305,光纤，棕,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001305,光纤，棕,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001305,光纤，棕,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001293,光纤，绿,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001293,光纤，绿,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001293,光纤，绿,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001293,光纤，绿,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001293,光纤，绿,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001293,光纤，绿,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001293,光纤，绿,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001293,光纤，绿,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001293,光纤，绿,8000000002,原纤,,,0.022143,原材料
,8000269602,成品5,8000001293,光纤，绿,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001293,光纤，绿,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001293,光纤，绿,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001281,光纤，橙,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001281,光纤，橙,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001281,光纤，橙,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001281,光纤，橙,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001281,光纤，橙,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001281,光纤，橙,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001281,光纤，橙,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001281,光纤，橙,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001281,光纤，橙,8000000002,原纤,,,0.022143,原材料
,8000269602,成品5,8000001281,光纤，橙,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001281,光纤，橙,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001281,光纤，橙,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000000002,原纤,,,0.011072,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000000002,原纤,,,0.022164,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000000002,原纤,,,0.022143,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000000002,原纤,,,0.011082,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000225748,"墨,青绿",,,0.000067,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000225748,"墨,青绿",,,0.000067,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000225748,"墨,青绿",,,0.000067,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000225748,"墨,青绿",,,0.000067,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000225748,"墨,青绿",,,0.000067,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000225748,"墨,青绿",,,0.000067,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000225748,"墨,青绿",,,0.000067,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000225748,"墨,青绿",,,0.000067,原材料
,8000269602,成品5,8000001401,光纤，青绿,8000225748,"墨,青绿",,,0.000067,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000225747,"墨,粉红",,,0.000067,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000225747,"墨,粉红",,,0.000067,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000225747,"墨,粉红",,,0.000067,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000225747,"墨,粉红",,,0.000067,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000225747,"墨,粉红",,,0.000067,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000225747,"墨,粉红",,,0.000067,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000225747,"墨,粉红",,,0.000067,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000225747,"墨,粉红",,,0.000067,原材料
,8000269602,成品5,8000001389,光纤，粉红,8000225747,"墨,粉红",,,0.000067,原材料
,8000269602,成品5,8000001353,光纤，黑,8000225744,"墨,黑",,,0.000067,原材料
,8000269602,成品5,8000001353,光纤，黑,8000225744,"墨,黑",,,0.000067,原材料
,8000269602,成品5,8000001353,光纤，黑,8000225744,"墨,黑",,,0.000067,原材料
,8000269602,成品5,8000001353,光纤，黑,8000225744,"墨,黑",,,0.000067,原材料
,8000269602,成品5,8000001353,光纤，黑,8000225744,"墨,黑",,,0.000067,原材料
,8000269602,成品5,8000001353,光纤，黑,8000225744,"墨,黑",,,0.000067,原材料
,8000269602,成品5,8000001353,光纤，黑,8000225744,"墨,黑",,,0.000067,原材料
,8000269602,成品5,8000001353,光纤，黑,8000225744,"墨,黑",,,0.000067,原材料
,8000269602,成品5,8000001353,光纤，黑,8000225744,"墨,黑",,,0.000067,原材料
,8000269602,成品5,8000001317,光纤，灰,8000225741,"墨,灰",,,0.000067,原材料
,8000269602,成品5,8000001317,光纤，灰,8000225741,"墨,灰",,,0.000067,原材料
,8000269602,成品5,8000001317,光纤，灰,8000225741,"墨,灰",,,0.000067,原材料
,8000269602,成品5,8000001317,光纤，灰,8000225741,"墨,灰",,,0.000067,原材料
,8000269602,成品5,8000001317,光纤，灰,8000225741,"墨,灰",,,0.000067,原材料
,8000269602,成品5,8000001317,光纤，灰,8000225741,"墨,灰",,,0.000067,原材料
,8000269602,成品5,8000001317,光纤，灰,8000225741,"墨,灰",,,0.000067,原材料
,8000269602,成品5,8000001317,光纤，灰,8000225741,"墨,灰",,,0.000067,原材料
,8000269602,成品5,8000001317,光纤，灰,8000225741,"墨,灰",,,0.000067,原材料
,8000269602,成品5,8000001305,光纤，棕,8000225740,"墨,棕",,,0.000067,原材料
,8000269602,成品5,8000001305,光纤，棕,8000225740,"墨,棕",,,0.000067,原材料
,8000269602,成品5,8000001305,光纤，棕,8000225740,"墨,棕",,,0.000067,原材料
,8000269602,成品5,8000001305,光纤，棕,8000225740,"墨,棕",,,0.000067,原材料
,8000269602,成品5,8000001305,光纤，棕,8000225740,"墨,棕",,,0.000067,原材料
,8000269602,成品5,8000001305,光纤，棕,8000225740,"墨,棕",,,0.000067,原材料
,8000269602,成品5,8000001305,光纤，棕,8000225740,"墨,棕",,,0.000067,原材料
,8000269602,成品5,8000001305,光纤，棕,8000225740,"墨,棕",,,0.000067,原材料
,8000269602,成品5,8000001305,光纤，棕,8000225740,"墨,棕",,,0.000067,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000067,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000067,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000067,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000067,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000067,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000067,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000067,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000067,原材料
,8000269602,成品5,8000001281,光纤，橙,8000225738,"墨,橙",,,0.000067,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000067,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000067,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000067,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000067,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000067,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000067,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000067,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000067,原材料
,8000269602,成品5,8000001377,光纤，紫,8000225746,"墨,紫",,,0.000067,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000067,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000067,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000067,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000067,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000067,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000067,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000067,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000067,原材料
,8000269602,成品5,8000001341,光纤，红,8000225743,"墨,红",,,0.000067,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000067,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000067,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000067,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000067,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000067,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000067,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000067,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000067,原材料
,8000269602,成品5,8000001329,光纤，白,8000225742,"墨,白",,,0.000067,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000067,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000067,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000067,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000067,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000067,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000067,原材料
,8000269602,成品5,8000001269,光纤，蓝,8000225737,"墨,蓝",,,0.000067,原材料
,8000282876,成品2,8000282876,成品2,8000283700,缆料,,,"1,347.84",原材料
,8000282876,成品2,8000282876,成品2,8000283700,缆料,,,673.92,原材料
,8000282876,成品2,8000282876,成品2,8000283700,缆料,,,336.96,原材料
,8000282876,成品2,8000282876,成品2,8000283700,缆料,,,"1,347.84",原材料
,8000282876,成品2,8000282876,成品2,8000283700,缆料,,,"1,347.84",原材料
,8000282876,成品2,8000282876,成品2,8000283700,缆料,,,"1,347.84",原材料
,8000282876,成品2,8000282876,成品2,8000283700,缆料,,,"1,347.84",原材料
,8000282876,成品2,8000282876,成品2,8000283700,缆料,,,"1,347.84",原材料
,8000282876,成品2,8000282876,成品2,8000283700,缆料,,,"1,347.84",原材料
,8000282876,成品2,8000282876,成品2,8000272510,绳,,,9.984,原材料
,8000282876,成品2,8000282876,成品2,8000272510,绳,,,4.992,原材料
,8000282876,成品2,8000282876,成品2,8000272510,绳,,,4.992,原材料
,8000282876,成品2,8000282876,成品2,8000272510,绳,,,2.496,原材料
,8000282876,成品2,8000282876,成品2,8000272510,绳,,,9.984,原材料
,8000282876,成品2,8000282876,成品2,8000272510,绳,,,9.984,原材料
,8000282876,成品2,8000282876,成品2,8000272510,绳,,,4.992,原材料
,8000282876,成品2,8000282876,成品2,8000272510,绳,,,9.984,原材料
,8000282876,成品2,8000282876,成品2,8000272510,绳,,,9.984,原材料
,8000282876,成品2,8000282876,成品2,8000272510,绳,,,4.992,原材料
,8000282876,成品2,8000282876,成品2,8000272510,绳,,,9.984,原材料
,8000282876,成品2,8000282876,成品2,8000272510,绳,,,9.984,原材料
,8000282876,成品2,8000282876,成品2,8000272510,绳,,,4.992,原材料
,8000282876,成品2,8000282876,成品2,8000224416,缆料,,,795.456,原材料
,8000282876,成品2,8000282876,成品2,8000224416,缆料,,,795.456,原材料
,8000282876,成品2,8000282876,成品2,8000224416,缆料,,,795.456,原材料
,8000282876,成品2,8000282876,成品2,8000224416,缆料,,,795.456,原材料
,8000282876,成品2,8000282876,成品2,8000283379,纱,,,7.704,原材料
,8000282876,成品2,8000282876,成品2,8000283379,纱,,,7.704,原材料
,8000282876,成品2,8000282876,成品2,8000283379,纱,,,7.704,原材料
,8000282876,成品2,8000282876,成品2,8000283379,纱,,,7.704,原材料
,8000282876,成品2,8000282876,成品2,8000239089,"扎纱,淡黄",,,4.2,原材料
,8000282876,成品2,8000282876,成品2,8000239089,"扎纱,淡黄",,,4.2,原材料
,8000282876,成品2,8000282876,成品2,8000239089,"扎纱,淡黄",,,4.2,原材料
,8000282876,成品2,8000282876,成品2,8000239089,"扎纱,淡黄",,,4.2,原材料
,8000282876,成品2,8000066442,缆芯,8000275010,纱,,,19.3728,原材料
,8000282876,成品2,8000066442,缆芯,8000275010,纱,,,9.6864,原材料
,8000282876,成品2,8000066442,缆芯,8000275010,纱,,,4.8432,原材料
,8000282876,成品2,8000066442,缆芯,8000275010,纱,,,19.3728,原材料
,8000282876,成品2,8000066442,缆芯,8000275010,纱,,,19.3728,原材料
,8000282876,成品2,8000066442,缆芯,8000275010,纱,,,19.3728,原材料
,8000282876,成品2,8000066442,缆芯,8000275010,纱,,,19.3728,原材料
,8000282876,成品2,8000066442,缆芯,8000275010,纱,,,19.3728,原材料
,8000282876,成品2,8000066442,缆芯,8000275010,纱,,,19.3728,原材料
,8000282876,成品2,8000066442,缆芯,8000223847,填充料,,,101.7072,原材料
,8000282876,成品2,8000066442,缆芯,8000223847,填充料,,,50.8536,原材料
,8000282876,成品2,8000066442,缆芯,8000223847,填充料,,,25.4268,原材料
,8000282876,成品2,8000066442,缆芯,8000223847,填充料,,,101.7072,原材料
,8000282876,成品2,8000066442,缆芯,8000223847,填充料,,,101.7072,原材料
,8000282876,成品2,8000066442,缆芯,8000223847,填充料,,,101.7072,原材料
,8000282876,成品2,8000066442,缆芯,8000223847,填充料,,,101.7072,原材料
,8000282876,成品2,8000066442,缆芯,8000223847,填充料,,,101.7072,原材料
,8000282876,成品2,8000066442,缆芯,8000223847,填充料,,,101.7072,原材料
,8000282876,成品2,8000066442,缆芯,8000283379,纱,,,4.8384,原材料
,8000282876,成品2,8000066442,缆芯,8000283379,纱,,,4.8384,原材料
,8000282876,成品2,8000066442,缆芯,8000283379,纱,,,4.8384,原材料
,8000282876,成品2,8000066442,缆芯,8000283379,纱,,,4.8384,原材料
,8000282876,成品2,8000066442,缆芯,8000275219,"扎纱,淡紫",,,10.558176,原材料
,8000282876,成品2,8000066442,缆芯,8000275219,"扎纱,淡紫",,,5.279088,原材料
,8000282876,成品2,8000066442,缆芯,8000275219,"扎纱,淡紫",,,5.273856,原材料
,8000282876,成品2,8000066442,缆芯,8000275219,"扎纱,淡紫",,,2.639544,原材料
,8000282876,成品2,8000066442,缆芯,8000275219,"扎纱,淡紫",,,10.558176,原材料
,8000282876,成品2,8000066442,缆芯,8000275219,"扎纱,淡紫",,,10.558176,原材料
,8000282876,成品2,8000066442,缆芯,8000275219,"扎纱,淡紫",,,5.273856,原材料
,8000282876,成品2,8000066442,缆芯,8000275219,"扎纱,淡紫",,,10.558176,原材料
,8000282876,成品2,8000066442,缆芯,8000275219,"扎纱,淡紫",,,10.558176,原材料
,8000282876,成品2,8000066442,缆芯,8000275219,"扎纱,淡紫",,,5.273856,原材料
,8000282876,成品2,8000066442,缆芯,8000275219,"扎纱,淡紫",,,10.558176,原材料
,8000282876,成品2,8000066442,缆芯,8000275219,"扎纱,淡紫",,,10.558176,原材料
,8000282876,成品2,8000066442,缆芯,8000275219,"扎纱,淡紫",,,5.273856,原材料
,8000282876,成品2,8000066442,缆芯,8000239089,"扎纱,淡黄",,,10.558176,原材料
,8000282876,成品2,8000066442,缆芯,8000239089,"扎纱,淡黄",,,5.279088,原材料
,8000282876,成品2,8000066442,缆芯,8000239089,"扎纱,淡黄",,,5.273856,原材料
,8000282876,成品2,8000066442,缆芯,8000239089,"扎纱,淡黄",,,2.639544,原材料
,8000282876,成品2,8000066442,缆芯,8000239089,"扎纱,淡黄",,,10.558176,原材料
,8000282876,成品2,8000066442,缆芯,8000239089,"扎纱,淡黄",,,10.558176,原材料
,8000282876,成品2,8000066442,缆芯,8000239089,"扎纱,淡黄",,,5.273856,原材料
,8000282876,成品2,8000066442,缆芯,8000239089,"扎纱,淡黄",,,10.558176,原材料
,8000282876,成品2,8000066442,缆芯,8000239089,"扎纱,淡黄",,,10.558176,原材料
,8000282876,成品2,8000066442,缆芯,8000239089,"扎纱,淡黄",,,5.273856,原材料
,8000282876,成品2,8000066442,缆芯,8000239089,"扎纱,淡黄",,,10.558176,原材料
,8000282876,成品2,8000066442,缆芯,8000239089,"扎纱,淡黄",,,10.558176,原材料
,8000282876,成品2,8000066442,缆芯,8000239089,"扎纱,淡黄",,,5.273856,原材料
,8000282876,成品2,8000066442,缆芯,8000223845,填充料,,,50.8032,原材料
,8000282876,成品2,8000066442,缆芯,8000223845,填充料,,,50.8032,原材料
,8000282876,成品2,8000066442,缆芯,8000223845,填充料,,,50.8032,原材料
,8000282876,成品2,8000066442,缆芯,8000223845,填充料,,,50.8032,原材料
,8000282876,成品2,8000031606,套管，本,8000225972,填充料,,,65.678442,原材料
,8000282876,成品2,8000031606,套管，本,8000225972,填充料,,,32.839221,原材料
,8000282876,成品2,8000031606,套管，本,8000225972,填充料,,,32.72539,原材料
,8000282876,成品2,8000031606,套管，本,8000225972,填充料,,,16.419611,原材料
,8000282876,成品2,8000031606,套管，本,8000225972,填充料,,,65.678442,原材料
,8000282876,成品2,8000031606,套管，本,8000225972,填充料,,,65.678442,原材料
,8000282876,成品2,8000031606,套管，本,8000225972,填充料,,,32.72539,原材料
,8000282876,成品2,8000031606,套管，本,8000225972,填充料,,,65.678442,原材料
,8000282876,成品2,8000031606,套管，本,8000225972,填充料,,,65.678442,原材料
,8000282876,成品2,8000031606,套管，本,8000225972,填充料,,,32.72539,原材料
,8000282876,成品2,8000031606,套管，本,8000225972,填充料,,,65.678442,原材料
,8000282876,成品2,8000031606,套管，本,8000225972,填充料,,,65.678442,原材料
,8000282876,成品2,8000031606,套管，本,8000225972,填充料,,,32.72539,原材料
,8000282876,成品2,8000031606,套管，本,8000224609,常规料,,,143.671591,原材料
,8000282876,成品2,8000031606,套管，本,8000224609,常规料,,,71.835796,原材料
,8000282876,成品2,8000031606,套管，本,8000224609,常规料,,,71.595934,原材料
,8000282876,成品2,8000031606,套管，本,8000224609,常规料,,,35.917898,原材料
,8000282876,成品2,8000031606,套管，本,8000224609,常规料,,,143.671591,原材料
,8000282876,成品2,8000031606,套管，本,8000224609,常规料,,,143.671591,原材料
,8000282876,成品2,8000031606,套管，本,8000224609,常规料,,,71.595934,原材料
,8000282876,成品2,8000031606,套管，本,8000224609,常规料,,,143.671591,原材料
,8000282876,成品2,8000031606,套管，本,8000224609,常规料,,,143.671591,原材料
,8000282876,成品2,8000031606,套管，本,8000224609,常规料,,,71.595934,原材料
,8000282876,成品2,8000031606,套管，本,8000224609,常规料,,,143.671591,原材料
,8000282876,成品2,8000031606,套管，本,8000224609,常规料,,,143.671591,原材料
,8000282876,成品2,8000031606,套管，本,8000224609,常规料,,,71.595934,原材料
,8000282876,成品2,8000001377,光纤，紫,8000225746,"墨,紫",,,0.295847,原材料
,8000282876,成品2,8000001377,光纤，紫,8000225746,"墨,紫",,,0.147924,原材料
,8000282876,成品2,8000001377,光纤，紫,8000225746,"墨,紫",,,0.147484,原材料
,8000282876,成品2,8000001377,光纤，紫,8000225746,"墨,紫",,,0.073962,原材料
,8000282876,成品2,8000001377,光纤，紫,8000225746,"墨,紫",,,0.295847,原材料
,8000282876,成品2,8000001377,光纤，紫,8000225746,"墨,紫",,,0.295847,原材料
,8000282876,成品2,8000001377,光纤，紫,8000225746,"墨,紫",,,0.147484,原材料
,8000282876,成品2,8000001377,光纤，紫,8000225746,"墨,紫",,,0.295847,原材料
,8000282876,成品2,8000001377,光纤，紫,8000225746,"墨,紫",,,0.295847,原材料
,8000282876,成品2,8000001377,光纤，紫,8000225746,"墨,紫",,,0.147484,原材料
,8000282876,成品2,8000001377,光纤，紫,8000225746,"墨,紫",,,0.295847,原材料
,8000282876,成品2,8000001377,光纤，紫,8000225746,"墨,紫",,,0.295847,原材料
,8000282876,成品2,8000001377,光纤，紫,8000225746,"墨,紫",,,0.147484,原材料
,8000282876,成品2,8000001341,光纤，红,8000225743,"墨,红",,,0.295847,原材料
,8000282876,成品2,8000001341,光纤，红,8000225743,"墨,红",,,0.147924,原材料
,8000282876,成品2,8000001341,光纤，红,8000225743,"墨,红",,,0.147484,原材料
,8000282876,成品2,8000001341,光纤，红,8000225743,"墨,红",,,0.073962,原材料
,8000282876,成品2,8000001341,光纤，红,8000225743,"墨,红",,,0.295847,原材料
,8000282876,成品2,8000001341,光纤，红,8000225743,"墨,红",,,0.295847,原材料
,8000282876,成品2,8000001341,光纤，红,8000225743,"墨,红",,,0.147484,原材料
,8000282876,成品2,8000001341,光纤，红,8000225743,"墨,红",,,0.295847,原材料
,8000282876,成品2,8000001341,光纤，红,8000225743,"墨,红",,,0.295847,原材料
,8000282876,成品2,8000001341,光纤，红,8000225743,"墨,红",,,0.147484,原材料
,8000282876,成品2,8000001341,光纤，红,8000225743,"墨,红",,,0.295847,原材料
,8000282876,成品2,8000001341,光纤，红,8000225743,"墨,红",,,0.295847,原材料
