销售订单行号,产品编码,产品名称,母件编码,子件编码,子件名称,子工序,子工序名称,数量,子件编码对应的属性,任务号,前置任务号,后置任务号,开始时间,完成时间,设备编号
5000224096-60,8000284363,成品3,8000032881,套管，本,8000225972,填充料,套塑子工序,42.9,原材料,0,0,0,230,260,TS19
5000224096-60,8000284363,成品3,8000032881,套管，本,8000001341,光纤，红,套塑子工序,13.82040575999998,半成品,0,0,0,260,273.71072,TS19
5000224096-60,8000284363,成品3,8000032881,套管，本,8000001401,光纤，青绿,套塑子工序,13.82040575999998,半成品,0,0,0,260,273.71072,TS19
5000224096-60,8000284363,成品3,8000032881,套管，本,8000001353,光纤，黑,套塑子工序,13.82040575999998,半成品,0,0,0,260,273.71072,TS19
5000224096-60,8000284363,成品3,8000032881,套管，本,8000001305,光纤，棕,套塑子工序,13.82040575999998,半成品,0,0,0,260,273.71072,TS19
5000224096-60,8000284363,成品3,8000032881,套管，本,8000001293,光纤，绿,套塑子工序,13.82040575999998,半成品,0,0,0,260,273.71072,TS19
5000224096-60,8000284363,成品3,8000032881,套管，本,8000001329,光纤，白,套塑子工序,13.82040575999998,半成品,0,0,0,260,273.71072,TS19
5000224096-60,8000284363,成品3,8000032881,套管，本,8000001389,光纤，粉红,套塑子工序,13.82040575999998,半成品,0,0,0,260,273.71072,TS19
5000224096-60,8000284363,成品3,8000032881,套管，本,8000001377,光纤，紫,套塑子工序,13.82040575999998,半成品,0,0,0,260,273.71072,TS19
5000224096-60,8000284363,成品3,8000032881,套管，本,8000001281,光纤，橙,套塑子工序,13.82040575999998,半成品,0,0,0,260,273.71072,TS19
5000224096-60,8000284363,成品3,8000032881,套管，本,8000001269,光纤，蓝,套塑子工序,13.82040575999998,半成品,0,0,0,260,273.71072,TS19
5000224096-60,8000284363,成品3,8000032881,套管，本,8000001317,光纤，灰,套塑子工序,13.82040575999998,半成品,0,0,0,260,273.71072,TS19
5000224096-60,8000284363,成品3,8000032881,套管，本,8000001365,光纤，黄,套塑子工序,13.82040575999998,半成品,0,0,0,260,273.71072,TS19
5000224096-60,8000284363,成品3,8000032881,套管，本,8000224609,常规料,套塑子工序,48.43997375999993,原材料,0,0,0,260,273.71072,TS19
5000224096-60,8000284363,成品3,8000032881,套管，本,8000225972,填充料,套塑子工序,19.60632959999997,原材料,0,0,0,260,273.71072,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.270000000000003,半成品,0,0,0,310,340,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.270000000000003,半成品,0,0,0,310,340,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.270000000000003,半成品,0,0,0,310,340,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.270000000000003,半成品,0,0,0,310,340,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.270000000000003,半成品,0,0,0,310,340,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.270000000000003,半成品,0,0,0,310,340,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.2,原材料,0,0,0,310,340,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.32,原材料,0,0,0,310,340,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.270000000000003,半成品,0,0,0,340,370,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.270000000000003,半成品,0,0,0,340,370,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.270000000000003,半成品,0,0,0,340,370,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.270000000000003,半成品,0,0,0,340,370,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.270000000000003,半成品,0,0,0,340,370,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.270000000000003,半成品,0,0,0,340,370,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.2,原材料,0,0,0,340,370,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.32,原材料,0,0,0,340,370,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.270000000000003,半成品,0,0,0,370,400,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.270000000000003,半成品,0,0,0,370,400,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.270000000000003,半成品,0,0,0,370,400,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.270000000000003,半成品,0,0,0,370,400,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.270000000000003,半成品,0,0,0,370,400,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.270000000000003,半成品,0,0,0,370,400,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.2,原材料,0,0,0,370,400,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.32,原材料,0,0,0,370,400,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.270000000000003,半成品,0,0,0,400,430,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.270000000000003,半成品,0,0,0,400,430,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.270000000000003,半成品,0,0,0,400,430,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.270000000000003,半成品,0,0,0,400,430,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.270000000000003,半成品,0,0,0,400,430,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.270000000000003,半成品,0,0,0,400,430,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.2,原材料,0,0,0,400,430,TS19
5000227010-150,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.32,原材料,0,0,0,400,430,TS19
7000007355-10,8000269602,成品5,8000030247,套管，棕,8000001341,光纤，红,套塑子工序,0.07799581004464283,半成品,0,0,0,10,10.076093473214286,TS10
7000007355-10,8000269602,成品5,8000030247,套管，棕,8000001353,光纤，黑,套塑子工序,0.07799581004464283,半成品,0,0,0,10,10.076093473214286,TS10
7000007355-10,8000269602,成品5,8000030247,套管，棕,8000001365,光纤，黄,套塑子工序,0.07799581004464283,半成品,0,0,0,10,10.076093473214286,TS10
7000007355-10,8000269602,成品5,8000030247,套管，棕,8000001377,光纤，紫,套塑子工序,0.07799581004464283,半成品,0,0,0,10,10.076093473214286,TS10
7000007355-10,8000269602,成品5,8000030247,套管，棕,8000001269,光纤，蓝,套塑子工序,0.07799581004464283,半成品,0,0,0,10,10.076093473214286,TS10
7000007355-10,8000269602,成品5,8000030247,套管，棕,8000001281,光纤，橙,套塑子工序,0.07799581004464283,半成品,0,0,0,10,10.076093473214286,TS10
7000007355-10,8000269602,成品5,8000030247,套管，棕,8000001293,光纤，绿,套塑子工序,0.07799581004464283,半成品,0,0,0,10,10.076093473214286,TS10
7000007355-10,8000269602,成品5,8000030247,套管，棕,8000001305,光纤，棕,套塑子工序,0.07799581004464283,半成品,0,0,0,10,10.076093473214286,TS10
7000007355-10,8000269602,成品5,8000030247,套管，棕,8000001317,光纤，灰,套塑子工序,0.07799581004464283,半成品,0,0,0,10,10.076093473214286,TS10
7000007355-10,8000269602,成品5,8000030247,套管，棕,8000001329,光纤，白,套塑子工序,0.07799581004464283,半成品,0,0,0,10,10.076093473214286,TS10
7000007355-10,8000269602,成品5,8000030247,套管，棕,8000001389,光纤，粉红,套塑子工序,0.07799581004464283,半成品,0,0,0,10,10.076093473214286,TS10
7000007355-10,8000269602,成品5,8000030247,套管，棕,8000001401,光纤，青绿,套塑子工序,0.07799581004464283,半成品,0,0,0,10,10.076093473214286,TS10
7000007355-10,8000269602,成品5,8000030247,套管，棕,8000225972,填充料,套塑子工序,0.0872031203035714,原材料,0,0,0,10,10.076093473214286,TS10
7000007355-10,8000269602,成品5,8000030247,套管，棕,8000224609,常规料,套塑子工序,0.16953625832142855,原材料,0,0,0,10,10.076093473214286,TS10
7000007355-10,8000269602,成品5,8000030247,套管，棕,8000224616,"色母料,棕",套塑子工序,0.0059352909107142846,原材料,0,0,0,10,10.076093473214286,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.240000000000002,半成品,0,0,0,180,210,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.240000000000002,半成品,0,0,0,180,210,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.240000000000002,半成品,0,0,0,180,210,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.240000000000002,半成品,0,0,0,180,210,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.240000000000002,半成品,0,0,0,180,210,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.240000000000002,半成品,0,0,0,180,210,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.08000000000001,原材料,0,0,0,180,210,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.26,原材料,0,0,0,180,210,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.240000000000002,半成品,0,0,0,210,240,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.240000000000002,半成品,0,0,0,210,240,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.240000000000002,半成品,0,0,0,210,240,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.240000000000002,半成品,0,0,0,210,240,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.240000000000002,半成品,0,0,0,210,240,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.240000000000002,半成品,0,0,0,210,240,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.08000000000001,原材料,0,0,0,210,240,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.26,原材料,0,0,0,210,240,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,13.820405760000051,半成品,0,0,0,240,253.71072000000004,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,13.820405760000051,半成品,0,0,0,240,253.71072000000004,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,13.820405760000051,半成品,0,0,0,240,253.71072000000004,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,13.820405760000051,半成品,0,0,0,240,253.71072000000004,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,13.820405760000051,半成品,0,0,0,240,253.71072000000004,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,13.820405760000051,半成品,0,0,0,240,253.71072000000004,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,40.25467392000016,原材料,0,0,0,240,253.71072000000004,TS10
5000221032-40,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,18.39978624000007,原材料,0,0,0,240,253.71072000000004,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.270000000000003,半成品,0,0,0,260,290,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.270000000000003,半成品,0,0,0,260,290,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.270000000000003,半成品,0,0,0,260,290,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.270000000000003,半成品,0,0,0,260,290,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.270000000000003,半成品,0,0,0,260,290,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.270000000000003,半成品,0,0,0,260,290,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.2,原材料,0,0,0,260,290,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.32,原材料,0,0,0,260,290,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.270000000000003,半成品,0,0,0,290,320,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.270000000000003,半成品,0,0,0,290,320,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.270000000000003,半成品,0,0,0,290,320,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.270000000000003,半成品,0,0,0,290,320,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.270000000000003,半成品,0,0,0,290,320,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.270000000000003,半成品,0,0,0,290,320,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.2,原材料,0,0,0,290,320,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.32,原材料,0,0,0,290,320,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.270000000000003,半成品,0,0,0,320,350,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.270000000000003,半成品,0,0,0,320,350,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.270000000000003,半成品,0,0,0,320,350,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.270000000000003,半成品,0,0,0,320,350,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.270000000000003,半成品,0,0,0,320,350,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.270000000000003,半成品,0,0,0,320,350,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.2,原材料,0,0,0,320,350,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.32,原材料,0,0,0,320,350,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.270000000000003,半成品,0,0,0,350,380,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.270000000000003,半成品,0,0,0,350,380,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.270000000000003,半成品,0,0,0,350,380,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.270000000000003,半成品,0,0,0,350,380,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.270000000000003,半成品,0,0,0,350,380,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.270000000000003,半成品,0,0,0,350,380,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.2,原材料,0,0,0,350,380,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.32,原材料,0,0,0,350,380,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.270000000000003,半成品,0,0,0,380,410,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.270000000000003,半成品,0,0,0,380,410,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.270000000000003,半成品,0,0,0,380,410,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.270000000000003,半成品,0,0,0,380,410,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.270000000000003,半成品,0,0,0,380,410,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.270000000000003,半成品,0,0,0,380,410,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.2,原材料,0,0,0,380,410,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.32,原材料,0,0,0,380,410,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.270000000000003,半成品,0,0,0,410,440,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.270000000000003,半成品,0,0,0,410,440,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.270000000000003,半成品,0,0,0,410,440,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.270000000000003,半成品,0,0,0,410,440,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.270000000000003,半成品,0,0,0,410,440,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.270000000000003,半成品,0,0,0,410,440,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.2,原材料,0,0,0,410,440,TS10
5000227010-150,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.32,原材料,0,0,0,410,440,TS10
7000007355-10,8000269602,成品5,8000030252,套管，黄,8000001341,光纤，红,套塑子工序,0.0839954877403846,半成品,0,0,0,10,10.081946817307692,TS02
7000007355-10,8000269602,成品5,8000030252,套管，黄,8000001353,光纤，黑,套塑子工序,0.0839954877403846,半成品,0,0,0,10,10.081946817307692,TS02
7000007355-10,8000269602,成品5,8000030252,套管，黄,8000001365,光纤，黄,套塑子工序,0.0839954877403846,半成品,0,0,0,10,10.081946817307692,TS02
7000007355-10,8000269602,成品5,8000030252,套管，黄,8000001377,光纤，紫,套塑子工序,0.0839954877403846,半成品,0,0,0,10,10.081946817307692,TS02
7000007355-10,8000269602,成品5,8000030252,套管，黄,8000001269,光纤，蓝,套塑子工序,0.0839954877403846,半成品,0,0,0,10,10.081946817307692,TS02
7000007355-10,8000269602,成品5,8000030252,套管，黄,8000001281,光纤，橙,套塑子工序,0.0839954877403846,半成品,0,0,0,10,10.081946817307692,TS02
7000007355-10,8000269602,成品5,8000030252,套管，黄,8000001293,光纤，绿,套塑子工序,0.0839954877403846,半成品,0,0,0,10,10.081946817307692,TS02
7000007355-10,8000269602,成品5,8000030252,套管，黄,8000001305,光纤，棕,套塑子工序,0.0839954877403846,半成品,0,0,0,10,10.081946817307692,TS02
7000007355-10,8000269602,成品5,8000030252,套管，黄,8000001317,光纤，灰,套塑子工序,0.0839954877403846,半成品,0,0,0,10,10.081946817307692,TS02
7000007355-10,8000269602,成品5,8000030252,套管，黄,8000001329,光纤，白,套塑子工序,0.0839954877403846,半成品,0,0,0,10,10.081946817307692,TS02
7000007355-10,8000269602,成品5,8000030252,套管，黄,8000001389,光纤，粉红,套塑子工序,0.0839954877403846,半成品,0,0,0,10,10.081946817307692,TS02
7000007355-10,8000269602,成品5,8000030252,套管，黄,8000001401,光纤，青绿,套塑子工序,0.0839954877403846,半成品,0,0,0,10,10.081946817307692,TS02
7000007355-10,8000269602,成品5,8000030252,套管，黄,8000225972,填充料,套塑子工序,0.09391105263461536,原材料,0,0,0,10,10.081946817307692,TS02
7000007355-10,8000269602,成品5,8000030252,套管，黄,8000224609,常规料,套塑子工序,0.18257750896153846,原材料,0,0,0,10,10.081946817307692,TS02
7000007355-10,8000269602,成品5,8000030252,套管，黄,8000224621,"色母料,黄",套塑子工序,0.0840774345576923,原材料,0,0,0,10,10.081946817307692,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.240000000000002,半成品,0,0,0,180,210,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.240000000000002,半成品,0,0,0,180,210,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.240000000000002,半成品,0,0,0,180,210,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.240000000000002,半成品,0,0,0,180,210,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.240000000000002,半成品,0,0,0,180,210,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.240000000000002,半成品,0,0,0,180,210,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.08000000000001,原材料,0,0,0,180,210,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.26,原材料,0,0,0,180,210,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.240000000000002,半成品,0,0,0,210,240,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.240000000000002,半成品,0,0,0,210,240,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.240000000000002,半成品,0,0,0,210,240,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.240000000000002,半成品,0,0,0,210,240,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.240000000000002,半成品,0,0,0,210,240,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.240000000000002,半成品,0,0,0,210,240,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.08000000000001,原材料,0,0,0,210,240,TS02
5000221032-40,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.26,原材料,0,0,0,210,240,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.270000000000003,半成品,0,0,0,240,270,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.270000000000003,半成品,0,0,0,240,270,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.270000000000003,半成品,0,0,0,240,270,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.270000000000003,半成品,0,0,0,240,270,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.270000000000003,半成品,0,0,0,240,270,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.270000000000003,半成品,0,0,0,240,270,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.2,原材料,0,0,0,240,270,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.32,原材料,0,0,0,240,270,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.270000000000003,半成品,0,0,0,270,300,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.270000000000003,半成品,0,0,0,270,300,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.270000000000003,半成品,0,0,0,270,300,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.270000000000003,半成品,0,0,0,270,300,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.270000000000003,半成品,0,0,0,270,300,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.270000000000003,半成品,0,0,0,270,300,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.2,原材料,0,0,0,270,300,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.32,原材料,0,0,0,270,300,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.270000000000003,半成品,0,0,0,300,330,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.270000000000003,半成品,0,0,0,300,330,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.270000000000003,半成品,0,0,0,300,330,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.270000000000003,半成品,0,0,0,300,330,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.270000000000003,半成品,0,0,0,300,330,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.270000000000003,半成品,0,0,0,300,330,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000224609,常规料,套塑子工序,88.2,原材料,0,0,0,300,330,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000225972,填充料,套塑子工序,40.32,原材料,0,0,0,300,330,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001341,光纤，红,套塑子工序,30.270000000000003,半成品,0,0,0,330,360,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001293,光纤，绿,套塑子工序,30.270000000000003,半成品,0,0,0,330,360,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001329,光纤，白,套塑子工序,30.270000000000003,半成品,0,0,0,330,360,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001377,光纤，紫,套塑子工序,30.270000000000003,半成品,0,0,0,330,360,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001269,光纤，蓝,套塑子工序,30.270000000000003,半成品,0,0,0,330,360,TS02
5000227010-150,8000282876,成品2,8000031606,套管，本,8000001365,光纤，黄,套塑子工序,30.270000000000003,半成品,0,0,0,330,360,TS02
